nms_pre,min_bbox_size,score_thr,max_per_img,network,avg_time,precision,recall, F1;
100,25,0.3,25,rtmdet_x_8xb32-300e_coco.py,0.057387259076623356,0.7238394964594808,0.48142333856619574,0.5782526712759272;
100,25,0.3,25,rtmdet_l_8xb32-300e_coco.py,0.03649968136357897,0.7322611163670766,0.4050235478806907,0.5215633423180593;
100,25,0.3,25,rtmdet_m_8xb32-300e_coco.py,0.02294733640406462,0.7386138613861386,0.39037153322867607,0.5107839780896953;
100,25,0.3,25,rtmdet_s_8xb32-300e_coco.py,0.018933799220066445,0.8,0.3935112506541078,0.5275341985268327;
100,25,0.3,25,rtmdet_tiny_8xb32-300e_coco.py,0.017951319434426048,0.7923930269413629,0.2616431187859759,0.3933910306845004;
100,25,0.3,50,rtmdet_x_8xb32-300e_coco.py,0.057741665664841145,0.7238394964594808,0.48142333856619574,0.5782526712759272;
100,25,0.3,50,rtmdet_l_8xb32-300e_coco.py,0.03578296872495695,0.7322611163670766,0.4050235478806907,0.5215633423180593;
100,25,0.3,50,rtmdet_m_8xb32-300e_coco.py,0.02294798111647702,0.7386138613861386,0.39037153322867607,0.5107839780896953;
100,25,0.3,50,rtmdet_s_8xb32-300e_coco.py,0.018813554913389915,0.8,0.3935112506541078,0.5275341985268327;
100,25,0.3,50,rtmdet_tiny_8xb32-300e_coco.py,0.017914226922121915,0.7923930269413629,0.2616431187859759,0.3933910306845004;
100,25,0.5,10,rtmdet_x_8xb32-300e_coco.py,0.05666374546640059,0.7290322580645161,0.4730507587650445,0.5737860996509044;
100,25,0.5,10,rtmdet_l_8xb32-300e_coco.py,0.035714213174718026,0.738255033557047,0.40293040293040294,0.5213270142180095;
100,25,0.5,10,rtmdet_m_8xb32-300e_coco.py,0.022652349222018923,0.7447236180904523,0.3877551020408163,0.509979353062629;
100,25,0.5,10,rtmdet_s_8xb32-300e_coco.py,0.018724319046618892,0.8032258064516129,0.39089481946624804,0.5258711721224921;
100,25,0.5,10,rtmdet_tiny_8xb32-300e_coco.py,0.01759511557492343,0.7933227344992051,0.261119832548404,0.39291338582677166;
100,25,0.5,25,rtmdet_x_8xb32-300e_coco.py,0.05677288420060102,0.7238394964594808,0.48142333856619574,0.5782526712759272;
100,25,0.5,25,rtmdet_l_8xb32-300e_coco.py,0.035773415601890506,0.7322611163670766,0.4050235478806907,0.5215633423180593;
100,25,0.5,25,rtmdet_m_8xb32-300e_coco.py,0.02252666066201885,0.7386138613861386,0.39037153322867607,0.5107839780896953;
100,25,0.5,25,rtmdet_s_8xb32-300e_coco.py,0.018279031678742053,0.8,0.3935112506541078,0.5275341985268327;
100,25,0.5,25,rtmdet_tiny_8xb32-300e_coco.py,0.018434717438437723,0.7923930269413629,0.2616431187859759,0.3933910306845004;
100,25,0.5,50,rtmdet_x_8xb32-300e_coco.py,0.057415818466859704,0.7238394964594808,0.48142333856619574,0.5782526712759272;
100,25,0.5,50,rtmdet_l_8xb32-300e_coco.py,0.035959238314446605,0.7322611163670766,0.4050235478806907,0.5215633423180593;
100,25,0.5,50,rtmdet_m_8xb32-300e_coco.py,0.024150479598884726,0.7386138613861386,0.39037153322867607,0.5107839780896953;
100,25,0.5,50,rtmdet_s_8xb32-300e_coco.py,0.01914069231818704,0.8,0.3935112506541078,0.5275341985268327;
100,25,0.5,50,rtmdet_tiny_8xb32-300e_coco.py,0.018330755017020486,0.7923930269413629,0.2616431187859759,0.3933910306845004;
250,0,0.1,10,rtmdet_x_8xb32-300e_coco.py,0.05738801309913943,0.7085755813953488,0.5102040816326531,0.5932461210830545;
250,0,0.1,10,rtmdet_l_8xb32-300e_coco.py,0.036043616060940725,0.7193605683836589,0.423861852433281,0.5334211392821864;
250,0,0.1,10,rtmdet_m_8xb32-300e_coco.py,0.023130656178317853,0.7316849816849816,0.4181057038199895,0.5321345321345322;
250,0,0.1,10,rtmdet_s_8xb32-300e_coco.py,0.018563880476840707,0.794383149448345,0.41444270015698587,0.5447042640990372;
250,0,0.1,10,rtmdet_tiny_8xb32-300e_coco.py,0.017421733055795943,0.7868613138686131,0.28205128205128205,0.41525423728813554;
250,0,0.1,25,rtmdet_x_8xb32-300e_coco.py,0.05649954582745339,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.1,25,rtmdet_l_8xb32-300e_coco.py,0.03527467565716438,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.1,25,rtmdet_m_8xb32-300e_coco.py,0.023087399219399066,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.1,25,rtmdet_s_8xb32-300e_coco.py,0.018622390059537666,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.1,25,rtmdet_tiny_8xb32-300e_coco.py,0.01779447602374213,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,0,0.1,50,rtmdet_x_8xb32-300e_coco.py,0.0572402101733309,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.1,50,rtmdet_l_8xb32-300e_coco.py,0.03592526237919645,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.1,50,rtmdet_m_8xb32-300e_coco.py,0.022829530844047888,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.1,50,rtmdet_s_8xb32-300e_coco.py,0.01872085416039755,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.1,50,rtmdet_tiny_8xb32-300e_coco.py,0.018026892627988542,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,0,0.3,10,rtmdet_x_8xb32-300e_coco.py,0.05698254431560363,0.7085755813953488,0.5102040816326531,0.5932461210830545;
250,0,0.3,10,rtmdet_l_8xb32-300e_coco.py,0.035981105408578545,0.7193605683836589,0.423861852433281,0.5334211392821864;
250,0,0.3,10,rtmdet_m_8xb32-300e_coco.py,0.022800716891217588,0.7316849816849816,0.4181057038199895,0.5321345321345322;
250,0,0.3,10,rtmdet_s_8xb32-300e_coco.py,0.019161343574523926,0.794383149448345,0.41444270015698587,0.5447042640990372;
250,0,0.3,10,rtmdet_tiny_8xb32-300e_coco.py,0.017904671175139292,0.7868613138686131,0.28205128205128205,0.41525423728813554;
250,0,0.3,25,rtmdet_x_8xb32-300e_coco.py,0.05705679117978274,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.3,25,rtmdet_l_8xb32-300e_coco.py,0.0359726662905711,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.3,25,rtmdet_m_8xb32-300e_coco.py,0.022813321939155237,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.3,25,rtmdet_s_8xb32-300e_coco.py,0.018631408380907634,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.3,25,rtmdet_tiny_8xb32-300e_coco.py,0.017882281116076877,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,0,0.3,50,rtmdet_x_8xb32-300e_coco.py,0.057179061484424185,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.3,50,rtmdet_l_8xb32-300e_coco.py,0.036133974003341965,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.3,50,rtmdet_m_8xb32-300e_coco.py,0.022782209204204047,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.3,50,rtmdet_s_8xb32-300e_coco.py,0.018664377604344095,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.3,50,rtmdet_tiny_8xb32-300e_coco.py,0.01776273867913655,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,0,0.5,10,rtmdet_x_8xb32-300e_coco.py,0.056953119270967474,0.7085755813953488,0.5102040816326531,0.5932461210830545;
250,0,0.5,10,rtmdet_l_8xb32-300e_coco.py,0.035785119038707805,0.7193605683836589,0.423861852433281,0.5334211392821864;
250,0,0.5,10,rtmdet_m_8xb32-300e_coco.py,0.022837903962206484,0.7316849816849816,0.4181057038199895,0.5321345321345322;
250,0,0.5,10,rtmdet_s_8xb32-300e_coco.py,0.018638344698174054,0.794383149448345,0.41444270015698587,0.5447042640990372;
250,0,0.5,10,rtmdet_tiny_8xb32-300e_coco.py,0.01794965033020292,0.7868613138686131,0.28205128205128205,0.41525423728813554;
250,0,0.5,25,rtmdet_x_8xb32-300e_coco.py,0.05674801466665862,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.5,25,rtmdet_l_8xb32-300e_coco.py,0.03636625038003022,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.5,25,rtmdet_m_8xb32-300e_coco.py,0.02389103885906846,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.5,25,rtmdet_s_8xb32-300e_coco.py,0.01881502580273059,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.5,25,rtmdet_tiny_8xb32-300e_coco.py,0.017834639975002835,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,0,0.5,50,rtmdet_x_8xb32-300e_coco.py,0.05684961329449664,0.7011019283746557,0.532705389848247,0.6054118346714243;
250,0,0.5,50,rtmdet_l_8xb32-300e_coco.py,0.035802977040128886,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,0,0.5,50,rtmdet_m_8xb32-300e_coco.py,0.022626662432257808,0.7191111111111111,0.42333856619570903,0.5329380764163373;
250,0,0.5,50,rtmdet_s_8xb32-300e_coco.py,0.01852004934650983,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,0,0.5,50,rtmdet_tiny_8xb32-300e_coco.py,0.017747926924909865,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,10,0.1,10,rtmdet_x_8xb32-300e_coco.py,0.05706878459497249,0.7106413994169096,0.5102040816326531,0.5939689308559245;
250,10,0.1,10,rtmdet_l_8xb32-300e_coco.py,0.03631248294182544,0.7193605683836589,0.423861852433281,0.5334211392821864;
250,10,0.1,10,rtmdet_m_8xb32-300e_coco.py,0.022922760515070674,0.7316849816849816,0.4181057038199895,0.5321345321345322;
250,10,0.1,10,rtmdet_s_8xb32-300e_coco.py,0.018949901410775592,0.794383149448345,0.41444270015698587,0.5447042640990372;
250,10,0.1,10,rtmdet_tiny_8xb32-300e_coco.py,0.018080816737243106,0.7868613138686131,0.28205128205128205,0.41525423728813554;
250,10,0.1,25,rtmdet_x_8xb32-300e_coco.py,0.05717268269577306,0.7030386740331491,0.532705389848247,0.6061327776123846;
250,10,0.1,25,rtmdet_l_8xb32-300e_coco.py,0.03631258550679908,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,10,0.1,25,rtmdet_m_8xb32-300e_coco.py,0.022995288692303557,0.7197508896797153,0.42333856619570903,0.5331136738056014;
250,10,0.1,25,rtmdet_s_8xb32-300e_coco.py,0.018842222154602524,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,10,0.1,25,rtmdet_tiny_8xb32-300e_coco.py,0.018010649297918593,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,10,0.1,50,rtmdet_x_8xb32-300e_coco.py,0.05749426394591838,0.7030386740331491,0.532705389848247,0.6061327776123846;
250,10,0.1,50,rtmdet_l_8xb32-300e_coco.py,0.0362189067984527,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,10,0.1,50,rtmdet_m_8xb32-300e_coco.py,0.022897318227967218,0.7197508896797153,0.42333856619570903,0.5331136738056014;
250,10,0.1,50,rtmdet_s_8xb32-300e_coco.py,0.018801104190737702,0.7927308447937131,0.42229199372056514,0.5510413110276544;
250,10,0.1,50,rtmdet_tiny_8xb32-300e_coco.py,0.017923654190131595,0.7851959361393324,0.28309785452642594,0.41615384615384615;
250,10,0.3,10,rtmdet_x_8xb32-300e_coco.py,0.05747655809143961,0.7106413994169096,0.5102040816326531,0.5939689308559245;
250,10,0.3,10,rtmdet_l_8xb32-300e_coco.py,0.03609649730178545,0.7193605683836589,0.423861852433281,0.5334211392821864;
250,10,0.3,10,rtmdet_m_8xb32-300e_coco.py,0.022712238688967122,0.7316849816849816,0.4181057038199895,0.5321345321345322;
250,10,0.3,10,rtmdet_s_8xb32-300e_coco.py,0.018847299176593158,0.794383149448345,0.41444270015698587,0.5447042640990372;
250,10,0.3,10,rtmdet_tiny_8xb32-300e_coco.py,0.018015511333942413,0.7868613138686131,0.28205128205128205,0.41525423728813554;
250,10,0.3,25,rtmdet_x_8xb32-300e_coco.py,0.05731195495242164,0.7030386740331491,0.532705389848247,0.6061327776123846;
250,10,0.3,25,rtmdet_l_8xb32-300e_coco.py,0.03613893940763654,0.7129228100607112,0.4301412872841444,0.5365535248041775;
250,10,0.3,25,rtmdet_m_8xb32-300e_coco.py,0.023020433845804697,0.7197508896797153,0.42333856619570903,0.5331136738056014;
